No,predictor 1,predictor 2,predictor 3,predictor 4,predictor 5,target
763,9246,1008,357,1,857.5,1
764,23732,938,,1,3352,1
765,20285,1106,,3,193.5,0
766,6370,1010,,3,1033.5,1
767,25764,814,296.5,3,280,0
768,17978,1216,428.5,1,1632,0
769,27221,1254,423.5,1,3381.5,0
770,11964,1348,374,1,975,0
771,15123,950,296,1,4292.5,0
772,20533,1228,482.5,1,3658.5,0
773,23319,1106,,1,2142.5,0
774,4876,1106,,1,3564.5,1
775,12737,1220,,1,2209,0
776,11130,1360,302,9,1371,1
777,2417,1270,396,1,2381,0
778,20582,1168,424.5,1,3756.5,0
779,17528,1194,353.5,1,3990.5,0
780,5128,1050,344.5,1,3507,1
781,9167,948,377.5,5,1978,0
782,14079,1146,,3,2962.5,0
783,15819,920,,3,2258,0
784,23113,832,,15,1608,0
785,8235,1214,424.5,3,1617,0
786,24932,1202,452.5,1,665,0
787,24478,1106,447,1,2343.5,0
788,10000,1062,,1,3827,1
789,14768,1250,,1,4501,0
790,14463,976,390.5,3,4112.5,0
791,27087,1094,323.5,3,3503,1
792,12979,812,250.5,3,4404.5,0
793,8271,1350,412.5,5,515,0
794,18706,1324,371,1,2784.5,0
795,4967,1106,464,3,4452,0
796,7067,940,251.5,5,3504.5,0
797,21073,1090,397.5,1,2222,0
798,5376,1106,,1,1896,0
799,20575,1106,311,1,2659,0
800,17556,1376,494,1,1532,0
801,10646,1106,295.5,1,2890,0
802,11110,1106,362.5,1,2010.5,1
803,19299,1284,473,1,456.5,0
804,21743,1106,,1,10,0
805,23189,910,330.5,3,2314,1
806,22452,1158,334.5,1,2262,0
807,2876,1132,321.5,5,3968,0
808,1861,1018,300.5,11,4350.5,1
809,7632,1200,275,5,3929,0
810,27171,1318,391.5,1,1217.5,0
811,26646,1302,268.5,1,4554.5,1
812,19647,806,350,5,3448.5,1
813,26696,1084,374,3,4880,1
814,5425,1016,340,9,3748.5,1
815,29606,1106,410,9,4494,0
816,9719,1162,403.5,3,2900,0
817,13850,1170,416.5,7,690.5,1
818,1523,1110,321.5,1,4077.5,0
819,20677,1238,385,3,307,0
820,7451,1020,328,7,2782,0
821,1082,1238,383,5,3040,0
822,21475,1262,304,3,2012.5,0
823,28914,818,229.5,3,4510.5,0
824,2565,1106,,1,4068.5,0
825,13784,1124,305.5,5,2576,1
826,15022,1344,432,3,1276.5,0
827,23088,1106,448.5,1,4877,0
828,10508,1256,402.5,1,3894,0
829,16753,1144,229,9,3287.5,1
830,10849,1078,385.5,3,2684,0
831,21937,1106,,1,1386,1
832,8780,1002,251.5,1,3894,0
833,29210,1252,430.5,5,3236.5,0
834,13706,922,239,1,3391.5,0
835,9078,1106,473,15,3215.5,0
836,18968,1078,,1,2532,0
837,25844,1080,461,1,3746,0
838,29346,962,285.5,5,3652.5,1
839,25743,1106,,1,4983,0
840,3638,1082,,1,754.5,0
841,11350,1222,381.5,1,3530.5,0
842,28992,970,447.5,1,2094,0
843,3188,1106,,1,353.5,0
844,25486,762,332.5,3,1226.5,0
845,17733,1348,473,1,4272.5,0
846,18356,1092,280.5,5,3630,0
847,8547,1288,475.5,1,875,0
848,16688,1234,406.5,5,1168.5,0
849,22848,1416,380.5,3,3538,0
850,21140,1236,482.5,1,4213.5,0
851,15043,1014,186.5,3,3453,1
852,2827,1186,408,5,3145.5,0
853,21599,1128,432,9,2812.5,0
854,17837,826,383,7,3839.5,0
855,2168,1106,359,1,3322,0
856,18402,1106,497,1,4438.5,0
857,8694,1178,300.5,5,1974.5,1
858,13577,920,268.5,5,1650.5,1
859,27447,1106,451,1,930,0
860,6876,1352,473,1,4917.5,0
861,2721,1288,473,1,746.5,0
862,11991,1326,376,1,432,0
863,3104,1144,353,1,1452.5,0
864,25139,1120,359.5,5,253.5,0
865,1949,730,196,9,3289,1
866,16313,1098,324.5,9,2603.5,1
867,20233,842,330.5,9,4102,1
868,9531,1110,165,7,3529,0
869,8789,1282,,1,3207.5,1
870,20797,982,402.5,5,4010.5,1
871,24269,1298,408,3,1496.5,0
872,13277,800,328,13,1386.5,0
873,17244,1112,327,3,2193.5,0
874,25686,994,417,1,1450.5,1
875,15970,1106,,1,1064.5,0
876,6424,1126,383,1,4902.5,0
877,21673,1372,353,3,3525.5,0
878,9833,1372,430.5,1,690,0
879,24068,1106,362.5,3,3112.5,0
880,10524,1328,280.5,1,632.5,0
881,4687,1106,403,1,4070,0
882,7098,1306,378.5,1,221,1
883,29950,1106,,1,2854,0
884,22981,1076,381,1,443,0
885,15105,1262,419,3,3453.5,0
886,17428,1242,411.5,1,670.5,1
887,15494,1270,319,1,679.5,0
888,21279,888,306.5,1,1868,0
889,19302,1106,485.5,5,2836.5,0
890,3011,1088,441,3,117,0
891,21844,984,389.5,7,2532,1
892,2516,1144,406,17,3429.5,1
893,13639,1184,378,1,1512.5,1
894,2235,926,256.5,39,578.5,0
895,25546,1106,,1,1388.5,1
896,19590,1326,452.5,1,1794.5,0
897,21160,1106,,1,1533.5,0
898,11118,1180,437.5,1,3735.5,0
899,17306,1106,,1,3505,0
900,20620,1106,466,5,2892,0
901,28696,1116,,1,2257,0
902,19664,996,303.5,7,1756,0
903,6826,1106,,1,1730,0
904,25743,1106,,5,2455,1
905,29909,896,360,3,4014.5,0
906,17258,1048,355.5,1,2863.5,0
907,25007,1130,403.5,3,1093.5,0
908,18295,1106,,1,3206.5,0
909,16091,1066,226.5,5,4659.5,0
910,17690,1106,408,1,1935,0
911,22040,842,290,9,4549,0
912,20026,1106,,1,1420.5,0
913,24224,1358,376,1,3542,1
914,4503,1106,,3,3051,0
915,5022,1106,423.5,3,4292.5,0
916,24606,1036,446.5,1,2887.5,0
917,21469,1438,503,1,3550.5,0
918,25690,924,321,7,4082,1
919,25264,1060,383,3,3287,1
920,14666,758,160.5,5,1093,1
921,17190,1106,,3,1133,1
922,27003,1106,,1,2837.5,0
923,19459,1258,425,5,4373.5,0
924,6403,854,265.5,19,4877.5,1
925,24968,1106,,1,2930.5,0
926,29977,1240,444,1,2662.5,0
927,23003,1106,485.5,1,4633,0
928,16053,886,271,3,2393,0
929,12614,1134,353,3,3802,1
930,20061,1162,329.5,7,773,0
931,19426,1106,,1,2537,1
932,15147,1006,332.5,7,1293,0
933,26685,1106,503,1,2343,0
934,13472,1240,473,3,899.5,0
935,25697,1140,385,7,4637,0
936,22943,1106,430.5,1,979.5,0
937,4678,1280,359.5,1,2296,0
938,10928,1246,,1,3656.5,0
939,9745,1220,,7,3589,0
940,11563,956,,5,1575,0
941,25005,1106,,1,2217.5,0
942,5249,1088,430,1,4885.5,0
943,21846,740,296.5,7,2471,1
944,3715,1106,310,3,2026,0
945,23523,1360,411,5,4177,0
946,28936,968,442,1,988,0
947,13715,1190,336,3,3621,1
948,4933,1106,402.5,3,3411.5,0
949,28092,1040,,1,2338,0
950,6115,940,298,3,149,1
951,2301,966,,3,1911.5,0
952,6537,1106,307.5,3,1944,1
953,3286,1086,359,7,98,0
954,12538,1106,,1,1790.5,1
955,19004,1014,311,1,1274.5,0
956,1717,824,304.5,17,3107.5,1
957,17612,1038,256.5,3,2231.5,0
958,7023,1294,372,3,1197,0
959,7777,1364,470.5,1,4288.5,0
960,24092,1034,346.5,1,4276,0
961,24138,1004,,1,1304,1
962,16604,796,203.5,5,1370,1
963,10527,1266,374,1,3366,0
964,8126,1106,,1,150,1
965,17379,1058,300.5,1,2481,0
966,16791,1044,254,1,2785.5,1
967,29390,1002,280,1,636,0
968,4014,914,,7,2452.5,1
969,8054,1212,403,1,3444,0
970,8756,1106,,1,4159,0
971,23207,1196,410,1,3228.5,0
972,18142,1106,,19,2065,1
973,17028,1106,466,3,257,0
974,24702,1114,350.5,1,1800,0
975,12855,1260,444,1,880.5,0
976,10372,936,411.5,5,3492.5,0
977,26376,1116,300.5,3,2611,0
978,12090,1106,385.5,1,89,0
979,20430,1106,,1,4810.5,0
980,29499,1450,437,1,4529,0
981,21076,1016,261.5,21,3497.5,1
982,11444,1148,451,3,1069.5,1
983,24058,1106,,1,414.5,1
984,10733,1102,422,5,4635.5,0
985,13508,988,380,1,3593,0
986,18552,966,377,3,1434.5,0
987,17770,1106,411.5,1,3417.5,0
988,20010,1190,426,1,1629,0
989,5711,1106,473,1,2130.5,0
990,25860,1106,325,5,3899.5,1
991,19660,948,353.5,9,2180.5,1
992,9038,1036,286.5,3,2190.5,1
993,2749,916,,3,1830.5,0
994,15479,1144,416.5,1,124.5,0
995,18670,1382,417,1,1685,0
996,28685,1038,420.5,1,4775,0
997,5388,1324,485.5,1,817.5,0
998,5959,1086,436,1,4024,0
999,5562,964,400.5,17,2447,1
"1,000",4167,1106,,1,3369.5,0
"1,001",19454,1066,328,9,4734.5,0
"1,002",6410,1274,435,1,933,0
"1,003",4441,1154,359,1,14,1
"1,004",14309,1106,445.5,1,565,0
"1,005",10711,1106,,1,3406.5,0
"1,006",28843,948,341.5,9,2014,1
"1,007",29725,1106,418,13,1226.5,0
"1,008",5517,1266,329.5,9,607,0
"1,009",6426,1048,355.5,5,4814.5,0
"1,010",17615,874,228.5,5,3499,1
"1,011",4769,1072,,3,1770,0
"1,012",18250,1150,395.5,1,2248.5,0
"1,013",21879,1168,419.5,1,353.5,0
"1,014",17022,1288,420.5,1,1478,0
"1,015",8997,1298,395,5,3601.5,0
"1,016",21793,1106,,1,1111,0
"1,017",8609,1106,485,1,202,0
"1,018",14110,1084,271.5,3,4353.5,0
"1,019",3071,1106,,5,2916.5,0
"1,020",13791,966,321,3,2168.5,0
"1,021",3458,952,,3,916.5,1
"1,022",9653,1106,,1,2084.5,1
"1,023",15657,1278,383,1,4205.5,0
"1,024",6373,1044,353.5,1,2828.5,0
"1,025",29613,968,334,5,3137,0
"1,026",18561,1292,415.5,3,1170.5,0
"1,027",26305,1134,377,3,4526.5,1
"1,028",7477,1086,279.5,3,3616,0
"1,029",1340,1106,,1,2491,0
"1,030",11937,920,368.5,1,2307,0
"1,031",12949,1330,355.5,1,4378,0
"1,032",25899,1142,370.5,1,1305.5,0
"1,033",28094,1384,482.5,1,4669,0
"1,034",9415,1106,,1,3983,1
"1,035",4615,976,407.5,1,523.5,0
"1,036",14428,1090,382.5,3,4194,0
"1,037",12363,1062,424.5,5,3016.5,0
"1,038",25313,1078,430.5,3,688,0
"1,039",29429,928,182.5,1,2688.5,1
"1,040",1348,1136,247,3,1281,1
"1,041",28804,1062,277,1,2234.5,0
"1,042",23941,1358,436,1,2200,0
"1,043",12656,1106,80,1,4533,1
"1,044",14749,1158,445.5,1,4854.5,0
"1,045",11721,1344,306.5,5,4531,1
"1,046",28324,1140,374.5,3,1449,0
"1,047",13689,1324,381,5,3193,0
"1,048",17788,1142,409.5,1,2101.5,0
"1,049",27124,1106,325,9,3699.5,0
"1,050",14387,782,,3,2839,0
"1,051",19404,1106,,1,1852.5,0
"1,052",4684,1186,383,3,1963.5,0
"1,053",9920,926,271.5,5,2327.5,0
"1,054",21006,1294,414.5,1,568.5,0
"1,055",10735,1106,414.5,3,3878.5,0
"1,056",26382,1106,430.5,1,2213.5,0
"1,057",14213,778,256.5,5,1348,0
"1,058",8964,616,299.5,1,2724,1
"1,059",18890,1238,,3,4548,0
"1,060",20173,760,,1,4825.5,0
"1,061",16676,1106,439,1,4924,0
"1,062",23674,1158,329,1,22,0
"1,063",18212,1076,284,1,447,1
"1,064",4612,1104,245,5,23,1
"1,065",16784,990,451,5,939,0
"1,066",15095,810,352.5,3,4993,1
"1,067",4692,950,341,1,2618.5,0
"1,068",21048,1106,153.5,29,2026.5,0
"1,069",3066,1318,382.5,1,3943,0
"1,070",11831,1172,472,3,1911.5,0
"1,071",8068,1038,406,1,4886.5,0
"1,072",11009,1106,,1,548.5,0
"1,073",21451,1228,311.5,5,2273.5,0
"1,074",14114,1106,,1,506,0
"1,075",6767,1046,304.5,1,3220.5,0
"1,076",23602,1362,485.5,1,1876.5,0
"1,077",29336,960,383,5,4050,1
"1,078",17315,1358,482.5,1,2123.5,0
"1,079",28896,1088,397,15,260.5,0
"1,080",1875,1106,,1,523.5,1
"1,081",5137,978,293,7,4183.5,0
"1,082",22716,1244,364.5,1,2770,0
"1,083",10644,1084,330.5,3,4461,0
"1,084",19431,1028,434.5,3,4443.5,0
"1,085",28705,922,259.5,1,4031.5,0
"1,086",19337,1106,373.5,3,2369,0
"1,087",20185,1332,451,3,3790.5,0
"1,088",24728,1062,,1,706,0
"1,089",8428,1106,368.5,1,4061,1
"1,090",13705,1126,,5,662,0
"1,091",11387,1060,,7,4234,0
"1,092",11736,1106,,3,1065.5,0
"1,093",25801,1106,485,1,2808.5,0
"1,094",16691,1082,435,5,1992,0
"1,095",29693,1046,449,1,1520,0
"1,096",29521,1442,381,1,1274,0
"1,097",9037,1172,430.5,1,1642.5,0
"1,098",20954,828,339.5,1,4396,0
"1,099",16912,842,,1,1457,0
"1,100",23704,1202,482.5,1,4811,0
"1,101",14426,1106,,1,372,0
"1,102",13638,1082,329.5,5,2614.5,1
"1,103",18471,1038,441.5,1,2039.5,0
"1,104",18118,918,,1,2792,0
"1,105",9983,1230,408.5,1,4356.5,0
"1,106",27872,1072,317,1,4192.5,0
"1,107",28311,1420,389.5,5,3642,0
"1,108",16547,1132,321.5,19,3242.5,0
"1,109",9994,1020,480,3,450.5,0
"1,110",6538,1334,350,1,4069,0
"1,111",13080,1106,,1,2270.5,0
"1,112",8920,1256,359,3,666.5,0
"1,113",29142,1106,,1,207,1
"1,114",2898,1242,279.5,1,4784,0
"1,115",9442,1092,325,5,4533.5,1
"1,116",11857,1222,432.5,3,3588,0
"1,117",16506,1106,383,3,1680.5,0
"1,118",19590,1106,,5,2202,1
"1,119",11431,1122,383,11,4620.5,0
"1,120",14837,1014,294.5,1,4407,1
"1,121",15207,1106,,1,680.5,1
"1,122",26814,1316,445.5,1,4597,0
"1,123",15383,1328,304.5,5,4412.5,0
"1,124",27396,972,193.5,11,1679.5,1
"1,125",19671,1192,475.5,1,2998.5,0
"1,126",9143,1094,333,1,4675.5,0
"1,127",16536,934,277,1,2404,0
"1,128",9885,1326,,1,38.5,1
"1,129",17474,1106,,1,1948,0
"1,130",20723,1016,328,5,1728,1
"1,131",29880,1106,482.5,1,1728.5,0
"1,132",4541,880,361,1,4000,1
"1,133",28466,1106,,1,4673.5,1
"1,134",15012,1180,,1,1307.5,0
"1,135",17641,1106,,1,394.5,0
"1,136",14962,1318,376.5,1,1863.5,0
"1,137",21923,1106,,1,3705.5,0
"1,138",24830,1106,411.5,1,3884.5,0
"1,139",4955,846,,9,793.5,1
"1,140",2774,1066,379.5,5,1766.5,1
"1,141",2386,1022,211.5,5,578.5,0
"1,142",7948,944,,3,1570.5,0
"1,143",7697,996,403.5,1,2231.5,0
"1,144",17590,1106,,1,4461.5,0
"1,145",22469,1188,359.5,3,1274,0
"1,146",16992,842,304.5,17,2517,1
"1,147",26284,1106,295.5,1,866,0
"1,148",10894,1312,324.5,5,1710,0
"1,149",19460,1106,,1,3054.5,0
"1,150",25264,1106,485,1,4085,0
"1,151",2521,1178,216.5,5,3010,0
"1,152",8360,878,346.5,1,4651,0
"1,153",8800,1152,414.5,3,1831.5,0
"1,154",13890,1310,445.5,1,1346.5,0
"1,155",11182,1106,,1,4668.5,0
"1,156",6257,1106,,1,37.5,0
"1,157",15069,1176,,1,3645,0
"1,158",13430,1236,447.5,1,1553,0
"1,159",18367,1014,362.5,3,1202,0
"1,160",19107,1106,,1,4065,1
"1,161",17993,1310,406,7,2746,0
"1,162",2921,1130,355.5,3,1281,0
"1,163",2846,874,424.5,1,3980,0
"1,164",17478,1166,,7,3296.5,0
"1,165",3152,960,387,9,3281,1
"1,166",17037,860,280,1,2379.5,0
"1,167",4357,1168,402.5,1,4394,0
"1,168",24679,986,424.5,5,2878,0
"1,169",7447,1044,321,5,3533,0
"1,170",22686,834,248,1,1128.5,0
"1,171",11457,1102,348,3,3440.5,0
"1,172",27643,1094,309,1,4731.5,0
"1,173",14226,1204,,5,458.5,0
"1,174",24193,1090,,1,1883.5,1
"1,175",12207,1018,405.5,1,724.5,0
"1,176",5193,1032,357,13,3220.5,0
"1,177",11339,1030,380.5,1,2009,0
"1,178",3820,1106,,1,2370.5,0
"1,179",11208,1224,398.5,5,293,0
"1,180",24251,1076,228.5,1,4845.5,0
"1,181",27365,822,366,5,2890.5,1
"1,182",18725,1306,441.5,3,3576,0
"1,183",4337,1326,417,1,2258.5,0
"1,184",13365,1090,324.5,3,3703,0
"1,185",21053,1364,444,3,1905.5,0
"1,186",13244,1088,377.5,3,3233.5,0
"1,187",1667,994,325,5,3578.5,0
"1,188",20055,1212,377.5,3,1806.5,0
"1,189",18800,1274,477,1,2596.5,0
"1,190",29155,1106,404,1,341,0
"1,191",20677,1082,326,1,3944.5,0
"1,192",10346,1202,367.5,5,4205.5,0
"1,193",1572,1370,383,1,213,0
"1,194",22885,1106,,1,4026.5,0
"1,195",10833,1226,470.5,1,3017,0
"1,196",23606,974,379.5,1,2472,1
"1,197",26366,1106,,1,4464,1
"1,198",22650,1106,451,1,3956,0
"1,199",13539,1058,461.5,1,3169.5,0
"1,200",1680,1146,245,1,1175.5,0
"1,201",18931,1080,366,1,1134.5,0
"1,202",7970,1014,248,9,1896.5,1
"1,203",26051,1106,,1,4371.5,1
"1,204",19175,1106,406,1,3668.5,0
"1,205",6347,1166,416,1,43.5,0
"1,206",19940,872,362,3,316,1
"1,207",20857,938,449,3,2166,0
"1,208",7133,1106,367.5,1,1624.5,0
"1,209",21884,1194,280,3,3314,0
"1,210",2630,1058,445.5,5,4211,0
"1,211",11911,986,,1,1993,0
"1,212",23498,1106,,1,4381,0
"1,213",24855,1050,269,1,3639,1
"1,214",1525,1000,229,3,4332,0
"1,215",20408,1048,273,3,3845,0
"1,216",5403,1112,274.5,7,4559,0
"1,217",18474,1106,,3,423,1
"1,218",27681,1106,425,1,4631.5,0
"1,219",15621,1248,434.5,3,3671,1
"1,220",13892,1204,359,1,3016,0
"1,221",25241,1092,383,1,1763,0
"1,222",2608,1042,348,5,4504,0
"1,223",20993,1122,374,3,280,0
"1,224",22604,1212,393,1,4334,0
"1,225",2539,1106,310,1,4572,0
"1,226",10919,1242,,3,3489.5,0
"1,227",14688,1106,,3,2047.5,0
"1,228",15885,1140,375.5,13,106,0
"1,229",4661,1040,427.5,1,2374,0
"1,230",5256,1106,,3,3101.5,0
"1,231",3567,1106,310,1,553.5,1
"1,232",1546,1434,380.5,3,3875.5,0
"1,233",22048,1106,,1,3133.5,0
"1,234",12831,1310,422,1,3153,0
"1,235",23438,1362,360,3,2217.5,0
"1,236",15889,1106,,1,1663.5,0
"1,237",11486,1244,431.5,1,1439.5,0
"1,238",1013,1130,403,3,4871.5,0
"1,239",6114,1106,432,1,4602,0
"1,240",2616,1106,473,1,3520,0
"1,241",26346,1434,451,1,443.5,0
"1,242",13070,1134,,7,652,1
"1,243",17429,1254,,1,1641,0
"1,244",6593,1106,,1,4019.5,0
"1,245",19310,866,210.5,13,4954.5,1
"1,246",16461,1074,451,3,4833,0
"1,247",6247,1106,,1,1537.5,1
"1,248",25786,888,,1,203.5,0
"1,249",10460,988,367,5,3484.5,0
"1,250",1759,1106,408,1,2878,0
"1,251",22588,1034,,3,1066.5,0
"1,252",6384,1130,485.5,3,3034,0
"1,253",29596,1206,282,3,274,1
"1,254",7029,1084,,1,4021.5,0
"1,255",5665,1174,341,1,1882,0
"1,256",18311,1176,330.5,5,145,1
"1,257",5044,1106,359.5,1,4382,0
"1,258",3919,1212,430.5,1,1425.5,1
"1,259",3057,1194,,1,3924.5,1
"1,260",26973,1154,,1,2888.5,1
"1,261",26003,1330,236.5,1,3226.5,1
"1,262",25727,1106,362.5,3,754.5,1
"1,263",27085,1136,326,1,4073,0
"1,264",29411,1106,,1,3071,0
"1,265",4160,926,380,7,3798.5,0
"1,266",17896,1330,385.5,3,4511,0
"1,267",21473,1106,,1,4196,0
"1,268",21452,960,307,17,2128,1
"1,269",13492,1244,395,1,3125.5,0
"1,270",23134,1060,379,3,4823,0
"1,271",20357,974,391.5,1,4768,0
"1,272",19289,1106,410,1,3963,0
"1,273",24582,1106,,1,271.5,1
"1,274",23044,1010,325.5,1,4037,0
"1,275",8474,1118,383,3,3559.5,0
"1,276",25208,828,280,3,3710.5,0
"1,277",28515,1144,405.5,1,1707,0
"1,278",20385,1106,,3,2432.5,0
"1,279",18029,1140,377,1,2269.5,0
"1,280",22976,1118,239.5,1,2133.5,0
"1,281",12549,1444,423,1,4369.5,0
"1,282",18815,1340,423.5,3,668.5,0
"1,283",17925,1244,301.5,3,2555.5,0
"1,284",8710,832,330.5,5,36,1
"1,285",6870,1106,426.5,1,2950.5,0
"1,286",4492,1328,426,1,276.5,0
"1,287",25073,1074,349.5,1,290.5,1
"1,288",29348,1116,391.5,3,121,0
"1,289",28973,1142,380.5,7,1455,0
"1,290",24159,1106,,1,2599,1
"1,291",5921,1342,435,1,1439,1
"1,292",25276,1078,374,5,814.5,0
"1,293",8497,1034,379,5,3681,0
"1,294",17229,1118,336,1,4659.5,0
"1,295",25662,1438,417,3,1633.5,0
"1,296",11312,1106,,1,664.5,0
"1,297",12543,1008,377.5,5,1344,0
"1,298",22593,1106,362.5,5,2607,1
"1,299",27332,1034,416.5,1,3260.5,0
"1,300",19779,1106,,1,1126,0
"1,301",21935,1106,280,7,3264,0
"1,302",3713,1206,359.5,5,3417.5,0
"1,303",22341,940,361.5,1,3527.5,0
"1,304",24368,1106,485,1,4675.5,0
"1,305",27718,928,380.5,1,3340.5,0
"1,306",20157,1106,404,3,4385,0
"1,307",15282,810,283,9,279.5,0
"1,308",10883,1106,,1,4424.5,0
"1,309",16659,1106,,1,91.5,0
"1,310",10218,1240,417,3,3097.5,0
"1,311",17144,976,328,35,35,1
"1,312",13691,1068,452.5,1,1762,0
"1,313",2400,1106,,1,4449.5,0
"1,314",20269,1018,328,11,3276,1
"1,315",19069,1064,342,1,468.5,0
"1,316",8268,1204,174,9,3393.5,1
"1,317",1608,628,330.5,9,202,1
"1,318",12289,1106,,1,32.5,0
"1,319",10508,1174,482,1,1445.5,0
"1,320",19453,1450,445.5,1,319.5,0
"1,321",15242,1136,473,3,4163,0
"1,322",2718,1106,436,1,2449.5,0
"1,323",18782,1106,374,3,2880.5,0
"1,324",19564,1182,417,1,4890,0
"1,325",1990,1118,251.5,11,830,1
"1,326",26548,1106,404,3,571.5,0
"1,327",22596,1106,438,1,2969,0
"1,328",15764,1036,292,3,1331,0
"1,329",2340,1224,,1,2384,0
"1,330",20072,1230,356.5,3,2876.5,0
"1,331",18361,1106,,1,1674,1
"1,332",5504,994,368.5,3,2480.5,0
"1,333",9988,1106,,1,2361,0
"1,334",18035,1126,420.5,3,3604,0
"1,335",9791,944,457,1,2309,0
"1,336",24048,1278,503,1,3720,0
"1,337",28926,864,135,1,4480,1
"1,338",22544,918,404,1,2326.5,0
"1,339",22966,1260,308.5,1,90,0
"1,340",2977,1004,376,3,3558.5,0
"1,341",13757,1310,445.5,3,4524.5,0
"1,342",16055,1334,387,1,2666,0
"1,343",25913,1106,,1,1510,0
"1,344",27622,1106,,1,3169.5,1
"1,345",15659,996,353,3,252,0
"1,346",9731,1126,397.5,1,3878.5,0
"1,347",11522,1000,444,1,4913,0
"1,348",4145,838,383,7,82,1
"1,349",6784,1106,,1,1741,0
"1,350",4821,1106,,5,321.5,1
"1,351",21739,618,274.5,9,3702.5,1
"1,352",7363,1360,424.5,3,281,0
"1,353",20040,1176,427,1,2826.5,0
"1,354",8173,892,373.5,1,4993.5,0
"1,355",29042,1450,451,3,1692.5,0
"1,356",23105,1106,382.5,1,3967.5,0
"1,357",15426,1150,464.5,1,1804.5,0
"1,358",19905,1106,,3,4354.5,0
"1,359",14476,1152,451,1,4945.5,0
"1,360",4836,1044,193,7,1680,0
"1,361",24401,1412,328,5,2526,0
"1,362",4275,1106,,1,3868.5,0
"1,363",22225,1052,,1,3772.5,0
"1,364",2344,1106,,11,4851,1
"1,365",18862,1158,274,1,4557.5,0
"1,366",18823,1088,353.5,5,4747.5,0
"1,367",17733,1152,415,1,3045,0
"1,368",20651,1394,387,5,4725.5,0
"1,369",23281,1412,393,1,366,0
"1,370",22439,1278,473,1,3687.5,0
"1,371",16617,1272,,5,1674.5,0
"1,372",2312,1126,442,1,4369.5,1
"1,373",2827,1182,325,3,4548.5,0
"1,374",8916,1036,304,1,3320,0
"1,375",7271,1094,342,1,2830.5,1
"1,376",3995,854,359,1,4459,1
"1,377",24987,898,359.5,1,646.5,1
"1,378",26895,1106,,1,2688.5,0
"1,379",15804,1042,369.5,1,2178.5,0
"1,380",24794,1200,443.5,1,1412,1
"1,381",11787,1250,359,3,956.5,0
"1,382",5780,1172,362,13,4562,0
"1,383",23644,1226,383,3,26,0
"1,384",4189,1188,324.5,1,4509,0
"1,385",12173,1178,411.5,1,1572.5,0
"1,386",12939,1222,,1,4255.5,1
"1,387",17155,1210,429.5,3,17.5,0
"1,388",26958,1220,,1,1316.5,0
"1,389",12018,1106,450.5,1,2277.5,0
"1,390",24168,1146,369.5,5,1683,0
"1,391",25785,1112,419,1,3911.5,0
"1,392",26532,1200,385.5,1,1803.5,0
"1,393",19349,1238,403.5,7,1885,0
"1,394",14334,1268,379.5,3,3993,1
"1,395",1569,1408,,1,3181.5,0
"1,396",21793,1256,430.5,1,240.5,0
"1,397",11544,928,380.5,5,4945.5,0
"1,398",5391,1106,244,1,177.5,0
"1,399",7211,916,333.5,1,836,0
"1,400",3610,1106,,1,3332.5,0
"1,401",27601,1106,,1,3203.5,0
"1,402",10331,1128,364,5,2209.5,0
"1,403",16872,1250,349.5,3,4851,0
"1,404",26877,1296,,1,899,0
"1,405",26259,1106,448.5,3,4854,0
"1,406",16622,1192,,1,3240.5,0
"1,407",1652,1108,259,5,1492,0
"1,408",14162,1182,,3,1903,0
"1,409",22413,1200,384,1,2103,0
"1,410",17806,1106,,5,493.5,0
"1,411",20713,1106,,1,2980,1
"1,412",29307,942,334.5,1,4176,0
"1,413",27136,1230,368.5,1,1142.5,1
"1,414",18715,1276,353,1,3234.5,0
"1,415",6120,916,357.5,3,1294,0
"1,416",25235,1106,398.5,1,2320.5,0
"1,417",1742,1062,375.5,5,1173,0
"1,418",16717,1298,435.5,3,4585.5,0
"1,419",15521,1358,389.5,1,4474,0
"1,420",26784,1068,358,1,3827,1
"1,421",12734,1124,274,5,4736.5,0
"1,422",7344,1418,464,7,127.5,0
"1,423",17005,1264,,5,4244,0
"1,424",11833,738,276.5,5,4324.5,1
"1,425",29978,1138,391.5,1,1436,0
"1,426",20911,1210,475.5,1,4034,0
"1,427",27817,1106,,9,4842,0
"1,428",14273,1136,286.5,5,4941,0
"1,429",5744,1106,451,1,2204.5,0
"1,430",3444,1196,400.5,3,2707,0
"1,431",22888,1126,327,11,2029,0
"1,432",21864,1354,456.5,1,4808,0
"1,433",13721,1062,,3,81.5,0
"1,434",26586,1418,434,5,1671,0
"1,435",14463,1110,361,1,433,0
"1,436",1998,940,380.5,1,4577.5,0
"1,437",14164,1224,353,1,4962,0
"1,438",4786,1174,374,1,449.5,0
"1,439",19005,1148,438,1,19.5,0
"1,440",5392,1270,,3,1254,0
"1,441",17772,1236,464,3,25,0
"1,442",16893,1450,470.5,3,3817.5,0
"1,443",15646,1106,475.5,1,2988.5,0
"1,444",19678,930,330.5,11,3652,0
"1,445",26036,950,328,9,4524.5,0
"1,446",3146,1040,361.5,3,389.5,1
"1,447",9931,1190,,3,1636.5,0
"1,448",17231,1450,,1,2639.5,0
"1,449",11429,1106,,1,1809.5,0
"1,450",11478,1106,461.5,1,3519.5,0
"1,451",29120,878,368,1,2806,1
"1,452",4759,1178,274,1,4488,0
"1,453",14664,754,288.5,3,2702,0
